"Address","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Closest Near Duplicate Match","No. Near Duplicates","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","Total Language Errors","Spelling Errors","Grammar Errors","Language","Hash","Indexability","Indexability Status"
"https://www.how-ma.com/mag/sell/completion-of-sale-interview-47/","334","242","1.380","100.000","Very Easy","","","","","","","","","","ja","dbd5e475c5a724f65ff8fc7606bec396","Indexable",""
"https://www.how-ma.com/mag/category/news/","87","55","1.582","100.000","Very Easy","","","","","","","","","","ja","1bfdbe358fcc06fd1712ff2e66e69c10","Indexable",""
"https://www.how-ma.com/mag/category/market/","86","55","1.564","100.000","Very Easy","","","","","","","","","","ja","6f1d0458add02a204fd1d96b7363fdc5","Indexable",""
"https://www.how-ma.com/mag/category/interview/","94","55","1.709","100.000","Very Easy","","","","","","","","","","ja","ab4e19fb06023549c9f0b8f06a0d278b","Indexable",""
"https://www.how-ma.com/mag/category/sell/","92","57","1.614","100.000","Very Easy","","","","","","","","","","ja","5289a1b9ed4266be48e6df69a2bfb777","Indexable",""
"https://www.how-ma.com/mag/interview/completion-of-sale-interview-44/","245","183","1.339","100.000","Very Easy","","","","","","","","","","ja","8261ee46785067c91d460ea6d920b3c0","Indexable",""
"https://www.how-ma.com/mag/sell/sales-negotiation/","376","253","1.486","100.000","Very Easy","","","","","","","","","","ja","fb7e9d7cc1198aaefc564ae03f2e3179","Indexable",""
"https://www.how-ma.com/mag/sell/price-change/","449","301","1.492","100.000","Very Easy","","","","","","","","","","ja","4b130abd3877978835e3720336595d87","Indexable",""
"https://www.how-ma.com/mag/interview/completion-of-sale-interview-39/","368","258","1.426","100.000","Very Easy","","","","","","","","","","ja","4de60057567b762b34c510fc9b069566","Indexable",""
"https://www.how-ma.com/mag/category/money/","91","55","1.655","100.000","Very Easy","","","","","","","","","","ja","b1ed7f5baf347b2fa77477849ab4ce23","Indexable",""
"https://www.how-ma.com/mag/interview/completion-of-sale-interview-43/","222","163","1.362","100.000","Very Easy","","","","","","","","","","ja","b75c3fb8b7828703e92adde1167e218b","Indexable",""
"https://www.how-ma.com/mag/page/3/","101","63","1.603","100.000","Very Easy","","","","","","","","","","ja","777b7f392c8308750e3db9458b573219","Indexable",""
"https://www.how-ma.com/mag/category/buy/","90","57","1.579","100.000","Very Easy","","","","","","","","","","ja","c32779d570b91657fd88476d347f14cf","Indexable",""
"https://www.how-ma.com/mag/interview/completion-of-sale-interview-38/","215","159","1.352","100.000","Very Easy","","","","","","","","","","ja","a26a8bd7a838f83b0860ba28bfb6f7c2","Indexable",""
"https://www.how-ma.com/mag/interview/completion-of-sale-interview-46/","236","174","1.356","100.000","Very Easy","","","","","","","","","","ja","8835a8996f95ffe5fc80663219fef6d","Indexable",""
"https://www.how-ma.com/mag/sell/completion-of-sale-interview-40/","222","155","1.432","100.000","Very Easy","","","","","","","","","","ja","e9a86d34ce956aa7ef5c77cd0d8a2097","Indexable",""
"https://www.how-ma.com/mag/sell/souba-kyukyoku/","471","330","1.427","100.000","Very Easy","","","","","","","","","","ja","1602ce786574c7266d6314e75ec47a89","Indexable",""
"https://www.how-ma.com/mag/content_policy/","102","72","1.417","100.000","Very Easy","","","","","","","","","","ja","83753d6cc54038d0833bc4b83bcf808b","Indexable",""
"https://www.how-ma.com/mag/interview/completion-of-sale-interview-42/","194","141","1.376","100.000","Very Easy","","","","","","","","","","ja","2c8bc16b154bdf02ea73353228d7a0a7","Indexable",""
"https://www.how-ma.com/market_price/stations/5822","475","226","2.102","100.000","Very Easy","","","","","","","","","","ja","b59f81ada7949dca62adc777fe013eec","Indexable",""
"https://www.how-ma.com/market_price/stations/7208","460","221","2.081","100.000","Very Easy","","","","","","","","","","ja","95e844762f39f158a562930581a9c3cb","Indexable",""
"https://www.how-ma.com/market_price/stations/5821","475","226","2.102","100.000","Very Easy","","","","","","","","","","ja","df82cf7eaa7277984192bf8e50280dae","Indexable",""
"https://www.how-ma.com/market_price/stations/7209","461","221","2.086","100.000","Very Easy","","","","","","","","","","ja","55009d1f4912311a71d1aead77c75f1e","Indexable",""
"https://www.how-ma.com/market_price/stations/6003","475","225","2.111","100.000","Very Easy","","","","","","","","","","ja","c34bcfce2c6cace16c59739fdddfdda3","Indexable",""
"https://www.how-ma.com/market_price/stations/9512","474","224","2.116","100.000","Very Easy","","","","","","","","","","ja","4429dc73cdb82a22eca6c55065ad391d","Indexable",""
"https://www.how-ma.com/mansions/search/青森県","695","601","1.156","100.000","Very Easy","","","","","","","","","","ja","e336c2869dbba7b9b789f3a68aca916c","Indexable",""
"https://www.how-ma.com/mansions/search/東京都/練馬区","464","361","1.285","100.000","Very Easy","","","","","","","","","","ja","15c73ea399b7459c70c26d93cd8f8095","Indexable",""
"https://www.how-ma.com/market_price/stations/7210","464","222","2.090","100.000","Very Easy","","","","","","","","","","ja","fcf48976ba253e4ca61a0f3305e144dd","Indexable",""
"https://www.how-ma.com/mansions/search/京都府","789","695","1.135","100.000","Very Easy","","","","","","","","","","ja","2883d45372b12ebf3d3416c8bda535d8","Indexable",""
"https://www.how-ma.com/mansions/search/山梨県","565","471","1.200","100.000","Very Easy","","","","","","","","","","ja","4d845536d077bd94f837014d29187a63","Indexable",""
"https://www.how-ma.com/mansions/search/大分県","549","451","1.217","100.000","Very Easy","","","","","","","","","","ja","bbd05ef85164c9c96be7062cba112fb8","Indexable",""
"https://www.how-ma.com/mag/sell/owner-change","461","338","1.364","100.000","Very Easy","","","","","","","","","","ja","565d3815eb0671f573eb9c20d92da4cc","Non-Indexable","Canonicalised"
"https://www.how-ma.com/mansions/search/東京都/文京区","457","354","1.291","100.000","Very Easy","","","","","","","","","","ja","1d3c3a1f5d226df01cbcc17bd6f7d27f","Indexable",""
"https://www.how-ma.com/mansions/search/滋賀県","600","505","1.188","100.000","Very Easy","","","","","","","","","","ja","d2c8e33c1d46033543312257ed93db54","Indexable",""
"https://www.how-ma.com/market_price/stations/9044","460","221","2.081","100.000","Very Easy","","","","","","","","","","ja","4bb4e8d395b4782cc8b843543c229fc5","Indexable",""
"https://www.how-ma.com/mag/category/special/page/3/","95","56","1.696","100.000","Very Easy","","","","","","","","","","ja","d3d234a37aa155c5f4519cbe56171fd1","Indexable",""
"https://www.how-ma.com/mag/category/special/page/2/","93","56","1.661","100.000","Very Easy","","","","","","","","","","ja","ba82312f752b637ac93021a21a52fe1d","Indexable",""
"https://www.how-ma.com/mag/category/special/page/4/","63","40","1.575","100.000","Very Easy","","","","","","","","","","ja","7b15e9cd5cb4ff38077a63d1692f0c48","Indexable",""
"https://www.how-ma.com/mansions/search/愛知県/名古屋市","665","571","1.165","100.000","Very Easy","","","","","","","","","","ja","fc7d75e8af2589a1f415672777e7c1ff","Indexable",""
"https://www.how-ma.com/mag/special/post-7544/","342","188","1.819","64.483","Normal","","","","","","","","","","ja","7550a1cff0310016d031aa98616ff7bd","Indexable",""
"https://www.how-ma.com/mag/special/how-to-identify-a-good-real-estate-salesman/","240","184","1.304","100.000","Very Easy","","","","","","","","","","ja","443117f3d6129ff59359701063345f32","Indexable",""
"https://www.how-ma.com/mag/sell/if-series-comic-syojiki-keiyaku/","150","121","1.240","100.000","Very Easy","","","","","","","","","","ja","2eb90a255b204002b78a1accfe0879db","Indexable",""
"https://www.how-ma.com/mag/special/post-6974/","158","121","1.306","100.000","Very Easy","","","","","","","","","","ja","4ca0ad00ea3e60a4c802768785b09f84","Indexable",""
"https://www.how-ma.com/mag/buy/mansion-soba-23ku/","539","290","1.859","100.000","Very Easy","","","","","","","","","","ja","cf75a6784158065e59beef8fa800ce4e","Indexable",""
"https://www.how-ma.com/mag/special/condominium-property-values/","169","120","1.408","100.000","Very Easy","","","","","","","","","","ja","fa2286b345264b757aca39dd694a5cc4","Indexable",""
"https://www.how-ma.com/mag/special/post-5918/","125","90","1.389","100.000","Very Easy","","","","","","","","","","ja","8c1eb68c4aa8db74056041614383ea53","Indexable",""
"https://www.how-ma.com/mag/sell/post-6640/","251","187","1.342","100.000","Very Easy","","","","","","","","","","ja","199327fa7e6cf46468bee725cdf01622","Indexable",""
"https://www.how-ma.com/mag/special/post-5804/","147","107","1.374","100.000","Very Easy","","","","","","","","","","ja","16e0415ebc9619226f1c7792cb0768ae","Indexable",""
"https://www.how-ma.com/mag/special/post-7591/","141","102","1.382","100.000","Very Easy","","","","","","","","","","ja","48609adfb0e30f8cfdd4d8b681f1fac7","Indexable",""
"https://www.how-ma.com/mag/interview/completion-of-sale-interview-31/","254","191","1.330","100.000","Very Easy","","","","","","","","","","ja","c2765cb7d39a956fecd31b9a41db264c","Indexable",""
"https://www.how-ma.com/mag/interview/completion-of-sale-interview-32/","250","184","1.359","100.000","Very Easy","","","","","","","","","","ja","ec4896b84174d220d3e94740795c0126","Indexable",""
"https://www.how-ma.com/mag/interview/completion-of-sale-interview-33/","251","187","1.342","100.000","Very Easy","","","","","","","","","","ja","5c5a0fcee32acf0f546f79db383b791b","Indexable",""
"https://www.how-ma.com/mag/interview/completion-of-sale-interview-34/","243","181","1.343","100.000","Very Easy","","","","","","","","","","ja","99b6a74be5a33f99b4a3edfba2c85855","Indexable",""
"https://www.how-ma.com/mag/interview/ccompletion-of-sale-interview-36/","258","193","1.337","100.000","Very Easy","","","","","","","","","","ja","915f92d64ca70db8135970f663934ff9","Indexable",""
"https://www.how-ma.com/mag/interview/completion-of-sale-interview-30/","247","187","1.321","100.000","Very Easy","","","","","","","","","","ja","c642f278dc9fb5dcc2bdbc26a5bdcd76","Indexable",""
"https://www.how-ma.com/mansions/search/岡山県","691","597","1.157","100.000","Very Easy","","","","","","","","","","ja","6e02ecdde43d3bcf23038c5a5f142430","Indexable",""
"https://www.how-ma.com/mag/interview/completion-of-sale-interview-28/","234","177","1.322","100.000","Very Easy","","","","","","","","","","ja","63d14616be72677d2e9b4e20ce273dfe","Indexable",""
"https://www.how-ma.com/mansions/search/山形県","659","565","1.166","100.000","Very Easy","","","","","","","","","","ja","9726e85ba109fb94017e7905d1d63c26","Indexable",""
"https://www.how-ma.com/mag/interview/completion-of-sale-interview-29/","224","165","1.358","100.000","Very Easy","","","","","","","","","","ja","d45e089e1703e28b9301dd33d806af77","Indexable",""
"https://www.how-ma.com/users/sign_up","9","7","1.286","100.000","Very Easy","","","","","","","","","","ja","f080437d3cda238903b9f0f1d48c9ddd","Indexable",""
"https://www.how-ma.com/mag/interview/completion-of-sale-interview-37/","237","171","1.386","100.000","Very Easy","","","","","","","","","","ja","e8b8cf862170e86454c8e5524b3f8bc1","Indexable",""
"https://www.how-ma.com/terms","301","220","1.368","100.000","Very Easy","","","","","","","","","","ja","7a945e440bf4f8e10f9e44b8bccfaa92","Non-Indexable","noindex"
"https://www.how-ma.com/mansions","86","78","1.103","100.000","Very Easy","","","","","","","","","","ja","efe70610e08b64aa31e979f5e013e851","Indexable",""
"https://www.how-ma.com/faq","121","104","1.163","100.000","Very Easy","","","","","","","","","","ja","1881cf4a1c7c05ae13b6050d78a1bdf0","Indexable",""
"https://www.how-ma.com/mag/interview/completion-of-sale-interview-35/","240","175","1.371","100.000","Very Easy","","","","","","","","","","ja","a10b6cec4b10d5add184cc005b9f5bad","Indexable",""
"https://www.how-ma.com/mag/page/4/","101","67","1.507","100.000","Very Easy","","","","","","","","","","ja","bb0c7e66032b0f3ce46871f7b364bad9","Indexable",""
"https://www.how-ma.com/market_price/areas","82","74","1.108","100.000","Very Easy","","","","","","","","","","ja","f96b5a0bffdbf11006f07250ffb8d84e","Indexable",""
"https://www.how-ma.com/users/sign_in","22","17","1.294","94.003","Very Easy","","","","","","","","","","ja","3be16947b2599d1be55543cf0228f0b8","Non-Indexable","Canonicalised"
"https://www.how-ma.com/mag/category/consultationroom/","95","65","1.462","100.000","Very Easy","","","","","","","","","","ja","d68421cfcc17b80e9795f4c27a9feb5d","Indexable",""
"https://www.how-ma.com/mansions/search/福島県","809","715","1.131","100.000","Very Easy","","","","","","","","","","ja","36cfdfd6ae05ed3ebead71e587e8ab88","Indexable",""
"https://www.how-ma.com/mag/category/interview/online-selling-interview/","117","58","2.017","100.000","Very Easy","","","","","","","","","","ja","9d7879a72df4136eccdc042b64f0fceb","Indexable",""
"https://www.how-ma.com/mag/sell/interview-online-sell-20220425/","188","131","1.435","100.000","Very Easy","","","","","","","","","","ja","c34831972ce43cc36dcda9131d30d284","Indexable",""
"https://www.how-ma.com/mag/interview/improve-realestate-industry-by-it/","169","113","1.496","100.000","Very Easy","","","","","","","","","","ja","d5e4cff5d9e4728e600e9513a481ea91","Indexable",""
"https://www.how-ma.com/mag/category/magazine/","69","44","1.568","100.000","Very Easy","","","","","","","","","","ja","4da718db7ecea7f98ecbbf9565e9e5f0","Indexable",""
"https://www.how-ma.com/mag/interview/post-11195/","274","225","1.218","100.000","Very Easy","","","","","","","","","","ja","5107fc88f9e8ee1cbe8444420806163e","Indexable",""
"https://www.how-ma.com/mag/sell/completion-of-sale-interview-2/","288","227","1.269","100.000","Very Easy","","","","","","","","","","ja","55ffed86a81c6e1979f06d83d537da80","Indexable",""
"https://www.how-ma.com/mag/category/interview/assessment-interview/page/3/","98","58","1.690","100.000","Very Easy","","","","","","","","","","ja","136128ef48094e9e3f4feffd981769d9","Indexable",""
"https://www.how-ma.com/mag/category/interview/assessment-interview/page/4/","97","58","1.672","100.000","Very Easy","","","","","","","","","","ja","35c0ec77a1c1e9cbdbee653a97796bbf","Indexable",""
"https://www.how-ma.com/mag/category/interview/assessment-interview/page/5/","69","45","1.533","100.000","Very Easy","","","","","","","","","","ja","accf04baf5cf4e8affbe5ffd5e04efff","Indexable",""
"https://www.how-ma.com/mag/sell/howto-sumikae","458","331","1.384","100.000","Very Easy","","","","","","","","","","ja","f7bed134f27fef4a6b8953a9509c5db9","Non-Indexable","Canonicalised"
"https://www.how-ma.com/mansions/search/北海道/札幌市","546","452","1.208","100.000","Very Easy","","","","","","","","","","ja","feb218b1a158ac8402dce4a2e5b0f4b6","Indexable",""
"https://www.how-ma.com/mag/category/interview/assessment-interview/page/2/","105","58","1.810","100.000","Very Easy","","","","","","","","","","ja","7836cb3666a336db06a42283253ab12e","Indexable",""
"https://www.how-ma.com/market_price/stations/10561","461","222","2.077","100.000","Very Easy","","","","","","","","","","ja","ea3d177bba05b92f11407b528ad26a5b","Indexable",""
"https://www.how-ma.com/mansions/search/東京都/足立区","470","365","1.288","100.000","Very Easy","","","","","","","","","","ja","fe4aa822da229edd8362288e899f3eb6","Indexable",""
"https://www.how-ma.com/mansions/search/大阪府/堺市","479","385","1.244","100.000","Very Easy","","","","","","","","","","ja","197e39f11d26d47067323c55e70d4140","Indexable",""
"https://www.how-ma.com/market_price/stations/7753","475","226","2.102","100.000","Very Easy","","","","","","","","","","ja","d587c824e3dd39181dfc813552c28db6","Indexable",""
"https://www.how-ma.com/mansions/search/埼玉県","907","813","1.116","100.000","Very Easy","","","","","","","","","","ja","3fc132494540af0de25f8f143b81e10b","Indexable",""
"https://www.how-ma.com/mansions/search/沖縄県","528","435","1.214","100.000","Very Easy","","","","","","","","","","ja","55c501fcd0c1402b1ec24f98b74fe549","Indexable",""
"https://www.how-ma.com/mag/sell/condominium-sale-procedures","215","165","1.303","100.000","Very Easy","","","","","","","","","","ja","618bd9c2bde4191a21d2658a29224aba","Non-Indexable","Canonicalised"
"https://www.how-ma.com/mansions/search/富山県","668","572","1.168","100.000","Very Easy","","","","","","","","","","ja","fc674b929eaaef97b8672530b84bf87f","Indexable",""
"https://www.how-ma.com/mansions/search/東京都/新宿区","504","401","1.257","100.000","Very Easy","","","","","","","","","","ja","229ee85f338be85ee6b90cdc16970aaf","Indexable",""
"https://www.how-ma.com/market_price/stations/6096","493","232","2.125","100.000","Very Easy","","","","","","","","","","ja","989121a2b489124e2977be8338bc7131","Indexable",""
"https://www.how-ma.com/mansions/search/東京都/北区","468","364","1.286","100.000","Very Easy","","","","","","","","","","ja","a36e8b12ca63d90dcacc619ffbebab8d","Indexable",""
"https://www.how-ma.com/mansions/search/熊本県","738","644","1.146","100.000","Very Easy","","","","","","","","","","ja","a38154435d4aad47be1205f2ad81ca04","Indexable",""
"https://www.how-ma.com/market_price/stations/8279","503","237","2.122","100.000","Very Easy","","","","","","","","","","ja","800763419095a68f1a7f0060da55ffa0","Indexable",""
"https://www.how-ma.com/market_price/stations/7742","474","224","2.116","100.000","Very Easy","","","","","","","","","","ja","5349335c45f0f3ebe68931e134dc746","Indexable",""
"https://www.how-ma.com/market_price/stations/5917","474","224","2.116","100.000","Very Easy","","","","","","","","","","ja","da6ce119f3a5f0a5b62503ce947bd90b","Indexable",""
"https://www.how-ma.com/market_price/stations/10584","460","221","2.081","100.000","Very Easy","","","","","","","","","","ja","377478f370782868e2d37e9713b342ab","Indexable",""
"https://www.how-ma.com/market_price/stations/10582","460","221","2.081","100.000","Very Easy","","","","","","","","","","ja","370b393be84980dff6097de0c4d3f4c","Indexable",""
"https://www.how-ma.com/market_price/stations","101","53","1.906","100.000","Very Easy","","","","","","","","","","ja","420ffa64e7b5cc67090b74eda4f51b8","Indexable",""
"https://www.how-ma.com/mansions/search/京都府/京都市","601","507","1.185","100.000","Very Easy","","","","","","","","","","ja","32d2804f0f5413fba1f8d7bbec56cd76","Indexable",""
"https://www.how-ma.com/mag/sell/self_selling","231","192","1.203","100.000","Very Easy","","","","","","","","","","ja","592249d9d243adca342d17bde74b03e3","Non-Indexable","Canonicalised"
"https://www.how-ma.com/market_price/stations/1672","474","225","2.107","100.000","Very Easy","","","","","","","","","","ja","6040e18f22ac801884f776fd52e9229f","Indexable",""
"https://www.how-ma.com/market_price/stations/5906","503","239","2.105","100.000","Very Easy","","","","","","","","","","ja","f33561a84a97f79269d5a16208f8acaa","Indexable",""
"https://www.how-ma.com/mansions/search/秋田県","645","549","1.175","100.000","Very Easy","","","","","","","","","","ja","7b0b6edafdf168577494ec7addadf25","Indexable",""
"https://www.how-ma.com/mansions/search/兵庫県/神戸市","594","500","1.188","100.000","Very Easy","","","","","","","","","","ja","bd98c3d2fa5804919a6b370ba30ab26e","Indexable",""
"https://www.how-ma.com/mansions/search/東京都/渋谷区","487","384","1.268","100.000","Very Easy","","","","","","","","","","ja","7959ae87055862efb938df364a7d291a","Indexable",""
"https://www.how-ma.com/mag/sell/completion-of-sale-interview-12","255","201","1.269","100.000","Very Easy","","","","","","","","","","ja","79065f83789fcf3a2f7c0e767a883531","Non-Indexable","Canonicalised"
"https://www.how-ma.com/mansions/search/東京都/板橋区","461","358","1.288","100.000","Very Easy","","","","","","","","","","ja","2363e1199f197beec00879a613448e0b","Indexable",""
"https://www.how-ma.com/mag/sell/what-is-real-estate-ai-appraisal-explaining-how-it-works-and-its-accuracy","566","410","1.380","100.000","Very Easy","","","","","","","","","","ja","5636c08915e0f3b8b283296277fce98d","Non-Indexable","Canonicalised"
"https://www.how-ma.com/mag/sell/souba-kyukyoku","471","330","1.427","100.000","Very Easy","","","","","","","","","","ja","1602ce786574c7266d6314e75ec47a89","Non-Indexable","Canonicalised"
"https://www.how-ma.com/mag/sell/kyoyu-sell","323","248","1.302","100.000","Very Easy","","","","","","","","","","ja","da8c25ae375c11d210e9d3b4b4672613","Non-Indexable","Canonicalised"
"https://www.how-ma.com/mansions/search/静岡県/静岡市","446","351","1.271","100.000","Very Easy","","","","","","","","","","ja","5e3d1dc4c1104d0d1ee3b39f142ec72a","Indexable",""
"https://www.how-ma.com/mansions/search/広島県/広島市","668","574","1.164","100.000","Very Easy","","","","","","","","","","ja","7cc8f02c4379fd97dd3fbafe49ff7cac","Indexable",""
"https://www.how-ma.com/mansions/search/千葉県","991","897","1.105","100.000","Very Easy","","","","","","","","","","ja","29ff1023a6b3d58ad9342bb06205585f","Indexable",""
"https://www.how-ma.com/market_price/stations/5779","474","225","2.107","100.000","Very Easy","","","","","","","","","","ja","f21d77c6fb4cbfd1c78759c13e27ff69","Indexable",""
"https://www.how-ma.com/mansions/search/新潟県","742","648","1.145","100.000","Very Easy","","","","","","","","","","ja","ae040601de0372c968eeef8422457860","Indexable",""
"https://www.how-ma.com/mansions/search/岐阜県","750","656","1.143","100.000","Very Easy","","","","","","","","","","ja","49a8375b870691ff9a26948e9ba7f8ed","Indexable",""
"https://www.how-ma.com/market_price/stations/5658","468","223","2.099","100.000","Very Easy","","","","","","","","","","ja","35c992fa3d465eb9c5c0567d4ffa88f6","Indexable",""
"https://www.how-ma.com/mansions/search/北海道","1435","1340","1.071","100.000","Very Easy","","","","","","","","","","ja","30b9527abb4a8c6463eccdbbbc7288b","Indexable",""
"https://www.how-ma.com/mansions/search/東京都/中央区","475","371","1.280","100.000","Very Easy","","","","","","","","","","ja","d2df08c422c1d79fe6c3ce9740819361","Indexable",""
"https://www.how-ma.com/market_price/stations/5896","474","222","2.135","100.000","Very Easy","","","","","","","","","","ja","6a23953c92fb5029222b74cd667aec60","Indexable",""
"https://www.how-ma.com/market_price/stations/5776","471","223","2.112","100.000","Very Easy","","","","","","","","","","ja","f19f2bd22fecdcf353d25deddc368972","Indexable",""
"https://www.how-ma.com/market_price/stations/5648","474","224","2.116","100.000","Very Easy","","","","","","","","","","ja","4fad6b1d853448a622e687242816c075","Indexable",""
"https://www.how-ma.com/mansions/search/福岡県/福岡市","526","432","1.218","100.000","Very Easy","","","","","","","","","","ja","4b53c094b4af5f8ef948698d40aabce3","Indexable",""
"https://www.how-ma.com/mansions/search/東京都/台東区","488","385","1.268","100.000","Very Easy","","","","","","","","","","ja","f2f679a2967f5b2c3570c4ae98c0e2d4","Indexable",""
"https://www.how-ma.com/mansions/search/福岡県","1001","907","1.104","100.000","Very Easy","","","","","","","","","","ja","36f7513bfcec2ae08065b44923c95599","Indexable",""
"https://www.how-ma.com/mansions/search/群馬県","680","586","1.160","100.000","Very Easy","","","","","","","","","","ja","cd7e2582e57bd0707db7c39050aafefb","Indexable",""
"https://www.how-ma.com/market_price/stations/7145","474","221","2.145","100.000","Very Easy","","","","","","","","","","ja","a9184a877f5d35192c50287e53b44822","Indexable",""
"https://www.how-ma.com/market_price/stations/6050","474","224","2.116","100.000","Very Easy","","","","","","","","","","ja","ef39d73eb24a7313aa3bb80fef3750b","Indexable",""
"https://www.how-ma.com/mansions/search/福井県","602","507","1.187","100.000","Very Easy","","","","","","","","","","ja","cc1140d1e364b439efb371add8f1a39f","Indexable",""
"https://www.how-ma.com/mansions/search/大阪府","1185","1090","1.087","100.000","Very Easy","","","","","","","","","","ja","bfb21dc0cc5a1fc9f2664691aeacba9d","Indexable",""
"https://www.how-ma.com/mansions/search/東京都","1632","1538","1.061","100.000","Very Easy","","","","","","","","","","ja","364d76c38fd54295d41234f32bc23797","Indexable",""
"https://www.how-ma.com/mag/sell/reputation-and-smart-use-of-howma-real-estate-ai-praisal","424","295","1.437","100.000","Very Easy","","","","","","","","","","ja","93b5a95b6e5786b37caab9286797e8bf","Non-Indexable","Canonicalised"
"https://www.how-ma.com/mansions/search/奈良県","682","588","1.160","100.000","Very Easy","","","","","","","","","","ja","f23ad41df500dcbba075cdc695b9ac82","Indexable",""
"https://www.how-ma.com/mansions/search/宮城県/仙台市","493","398","1.239","100.000","Very Easy","","","","","","","","","","ja","698047fadbf160b73262ea8f50148b9d","Indexable",""
"https://www.how-ma.com/mansions/search/栃木県","649","555","1.169","100.000","Very Easy","","","","","","","","","","ja","1896d801b5407bfe06ed2c583bd4f53","Indexable",""
"https://www.how-ma.com/market_price/stations/9051","460","218","2.110","100.000","Very Easy","","","","","","","","","","ja","9cc81fe5adbe4e28835fe48f50046fe1","Indexable",""
"https://www.how-ma.com/mansions/search/岡山県/岡山市","492","398","1.236","100.000","Very Easy","","","","","","","","","","ja","d095cd87b3889bef1c2431a39e030e12","Indexable",""
"https://www.how-ma.com/mansions/search/鹿児島県","679","585","1.161","100.000","Very Easy","","","","","","","","","","ja","5e56785f3c4366369dc7f4a6d05564a6","Indexable",""
"https://www.how-ma.com/market_price/stations/5810","471","224","2.103","100.000","Very Easy","","","","","","","","","","ja","4324accd10b3264fcf7088fd0c539118","Indexable",""
"https://www.how-ma.com/market_price/stations/9052","460","221","2.081","100.000","Very Easy","","","","","","","","","","ja","c42e34a3cd16d49f3e3b01ef651eef09","Indexable",""
"https://www.how-ma.com/mansions/search/兵庫県","990","896","1.105","100.000","Very Easy","","","","","","","","","","ja","f538ddf45a7afd264abf823fd0cc53eb","Indexable",""
"https://www.how-ma.com/mansions/search/東京都/目黒区","447","343","1.303","100.000","Very Easy","","","","","","","","","","ja","18b77828ab21d3dc0a177cdb4a4bf8ac","Indexable",""
"https://www.how-ma.com/mag/sell/mystery-brokerage","285","200","1.425","100.000","Very Easy","","","","","","","","","","ja","c3371fbf3e9206c7d6e33a91118af87f","Non-Indexable","Canonicalised"
"https://www.how-ma.com/mansions/search/鳥取県","547","453","1.208","100.000","Very Easy","","","","","","","","","","ja","30e9d56a3a1ff46a3c7abeb64ed78fd5","Indexable",""
"https://www.how-ma.com/market_price/stations/5814","474","224","2.116","100.000","Very Easy","","","","","","","","","","ja","56cb367897d48fa2035d3e2a42bb3280","Indexable",""
"https://www.how-ma.com/market_price/stations/5813","474","225","2.107","100.000","Very Easy","","","","","","","","","","ja","d2336b781bc3f831122b7db6349dd108","Indexable",""
"https://www.how-ma.com/mag/sell/rinjin-trouble","312","250","1.248","100.000","Very Easy","","","","","","","","","","ja","fbb5ba7f3cc254bccc2e7494b2c5e9d8","Non-Indexable","Canonicalised"
"https://www.how-ma.com/mansions/search/東京都/墨田区","461","358","1.288","100.000","Very Easy","","","","","","","","","","ja","2f6796be52fd6a701ad2922980e5e84d","Indexable",""
