"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Description 2","Meta Description 2 Length","Meta Description 2 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","Canonical Link Element 2","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://www.how-ma.com/mag/wp-content/themes/the-thor/js/fit-sidebar.min.js?ver=6.9.4","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.017","Mon, 06 Apr 2026 06:08:55 GMT","","","","","1.1","","","","","","https://www.how-ma.com/mag/wp-content/themes/the-thor/js/fit-sidebar.min.js?ver=6.9.4","2026-04-13 12:12:36"
"https://www.how-ma.com/mag/wp-content/uploads/completion-of-sale-interview-47-1-768x390.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","389773","389773","389773","149.315","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.054","Fri, 13 Mar 2026 07:31:31 GMT","","","","","1.1","","","","","","https://www.how-ma.com/mag/wp-content/uploads/completion-of-sale-interview-47-1-768x390.png","2026-04-13 12:12:36"
"https://www.how-ma.com/mag/wp-content/uploads/completion-of-sale-interview-46-768x390.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","282032","282032","282032","108.041","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.070","Fri, 20 Feb 2026 14:33:09 GMT","","","","","1.1","","","","","","https://www.how-ma.com/mag/wp-content/uploads/completion-of-sale-interview-46-768x390.png","2026-04-13 12:12:36"
"https://www.how-ma.com/mag/wp-content/uploads/2016/10/424-4.jpeg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","27420","27420","27420","10.504","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.058","Mon, 06 Apr 2026 07:23:53 GMT","","","","","1.1","","","","","","https://www.how-ma.com/mag/wp-content/uploads/2016/10/424-4.jpeg","2026-04-13 12:12:36"
"https://www.how-ma.com/mag/wp-content/uploads/completion-of-sale-interview-45-768x390.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","334685","334685","334685","128.211","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.073","Mon, 06 Apr 2026 07:24:20 GMT","","","","","1.1","","","","","","https://www.how-ma.com/mag/wp-content/uploads/completion-of-sale-interview-45-768x390.png","2026-04-13 12:12:36"
"https://www.how-ma.com/mag/wp-content/uploads/completion-of-sale-interview-44-768x390.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","343481","343481","343481","131.581","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.082","Fri, 13 Mar 2026 07:31:31 GMT","","","","","1.1","","","","","","https://www.how-ma.com/mag/wp-content/uploads/completion-of-sale-interview-44-768x390.png","2026-04-13 12:12:36"
"https://www.how-ma.com/otoiawase/new","text/html; charset=utf-8","200","OK","Non-Indexable","noindex","お問い合わせ | 不動産AI査定のHowMa","22","316","","0","0","","0","0","","0","","0","","0","","0","noindex","","","https://www.how-ma.com/otoiawase/new","","","","","","","13719","4991","4991","1.912","","39","30","1.300","100.000","Very Easy","4.117","1","1","","235","234","0","98.730","19","10","0","3","2","0","","","","","a270eebad58396e2295f70abce039cb0","0.082","","","","","ja","1.1","","","","","","https://www.how-ma.com/otoiawase/new","2026-04-13 12:12:36"
"https://www.how-ma.com/mag/wp-content/themes/the-thor-child/style.css?ver= %20 %201.0.1703662115","text/css","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.022","Wed, 10 Dec 2025 01:45:01 GMT","","","","","1.1","","","","","","https://www.how-ma.com/mag/wp-content/themes/the-thor-child/style.css?ver=%C2%A0%20%C2%A0%201.0.1703662115","2026-04-13 12:12:36"
"https://www.how-ma.com/mag/wp-content/themes/the-thor/style.css?ver=6.9.4","text/css","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.060","Mon, 06 Apr 2026 06:08:56 GMT","","","","","1.1","","","","","","https://www.how-ma.com/mag/wp-content/themes/the-thor/style.css?ver=6.9.4","2026-04-13 12:12:36"
"https://www.how-ma.com/privacy","text/html; charset=utf-8","200","OK","Non-Indexable","noindex","不動産AI査定のHowMa","13","195","","0","0","","0","0","","0","","0","","0","","0","noindex","","","https://www.how-ma.com/privacy","","","","","","","31268","8155","8155","3.124","","216","143","1.510","100.000","Very Easy","21.486","1","0","","237","234","0","98.730","18","10","0","2","1","0","","","","","f372f3abfa6535ee8ab1998a328d2d6c","0.064","","","","","ja","1.1","","","","","","https://www.how-ma.com/privacy","2026-04-13 12:12:36"
"https://www.how-ma.com/mag/wp-content/plugins/shifter-algolia-search/assets/css/satellite-min.css?ver=1.0.0","text/css","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","6","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.062","Wed, 19 Nov 2025 09:10:51 GMT","","","","","1.1","","","","","","https://www.how-ma.com/mag/wp-content/plugins/shifter-algolia-search/assets/css/satellite-min.css?ver=1.0.0","2026-04-13 12:12:36"
"https://www.how-ma.com/mag/wp-content/plugins/rocket-lazy-load/assets/js/16.1/lazyload.min.js","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","7","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.071","Wed, 19 Nov 2025 09:10:51 GMT","","","","","1.1","","","","","","https://www.how-ma.com/mag/wp-content/plugins/rocket-lazy-load/assets/js/16.1/lazyload.min.js","2026-04-13 12:12:36"
"https://www.how-ma.com/mag/wp-content/plugins/shifter-algolia-search/assets/js/vendor/algoliasearch-lite.umd.js?ver=1.0.0","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","7","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.021","Tue, 25 Nov 2025 00:47:45 GMT","","","","","1.1","","","","","","https://www.how-ma.com/mag/wp-content/plugins/shifter-algolia-search/assets/js/vendor/algoliasearch-lite.umd.js?ver=1.0.0","2026-04-13 12:12:36"
"https://www.how-ma.com/mag/interview/completion-of-sale-interview-41/","text/html; charset=UTF-8","200","OK","Indexable","","3,300万円で買った物件がAI査定で4,000万円？浅草のワンルームで900万円の利益を出した公務員投資家がつかんだ「売り時のサイン」 | HowMaマガジン","80","1192","3,300万円で買った浅草ワンルームが、わずか5年で4,000万円に。「まさか上がるとは思わなかった」と語る杉山様は、AI査定をきっかけに売却を決意。6社の査定を比較し、強引な営業を断り、自分のペースで売却成功へ。“AI査定が判断軸になった”リアルな体験談です。","131","1449","","0","0","","0","3,300万円で買った物件がAI査定で4,000万円？浅草のワンルームで900万円の利益を出した公務員投資家がつかんだ「売り時のサイン」","68","不動産売却","5","市況","2","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://www.how-ma.com/mag/interview/completion-of-sale-interview-41/","https://www.how-ma.com/mag/interview/completion-of-sale-interview-41/","","","","","","106569","26202","26202","10.037","","233","172","1.355","100.000","Very Easy","5.747","1","3","","24","7","0","2.950","64","27","0","2","2","0","","","","","63f7d5adb528de601cfc9ac138600f87","0.323","Mon, 06 Apr 2026 07:23:22 GMT","","","","ja","1.1","","","","","","https://www.how-ma.com/mag/interview/completion-of-sale-interview-41/","2026-04-13 12:12:36"
"https://www.how-ma.com/mag/interview/completion-of-sale-interview-45/","text/html; charset=UTF-8","200","OK","Indexable","","家族が増えて3LDKが手狭になり、AI査定で住み替えを決断するまでの1年 | HowMaマガジン｜家を売る、いつか売るに備えるWEBメディアです","72","1090","5年前に買った3LDK。子どもと犬2匹が増えて手狭になり、試しにAI査定をしてみると購入価格よりも高い金額が。一括査定で分かった6社の熱意と査定スタンスの違いに驚きつつも、AI査定も参考にチャレンジ価格を決めて、売却成功。内覧対応で苦労したことや、HowMaを使ってよかったこと・改善点までを率直に伺いました。","155","1725","","0","0","","0","家族が増えて3LDKが手狭になり、AI査定で住み替えを決断するまでの1年","36","不動産売却","5","市況","2","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://www.how-ma.com/mag/interview/completion-of-sale-interview-45/","https://www.how-ma.com/mag/interview/completion-of-sale-interview-45/","","","","","","115243","29799","29799","11.415","","271","210","1.290","100.000","Very Easy","8.388","1","3","","67","27","0","11.390","65","26","0","2","2","0","","","","","1738cf9cbbe5d41861cac390e329a8ce","0.326","Mon, 06 Apr 2026 07:23:22 GMT","","","","ja","1.1","","","","","","https://www.how-ma.com/mag/interview/completion-of-sale-interview-45/","2026-04-13 12:12:36"
"https://www.how-ma.com/mag/category/interview/assessment-interview/","text/html; charset=UTF-8","200","OK","Indexable","","コラボ査定インタビュー | HowMaマガジン｜家を売る、いつか売るに備えるWEBメディアです","47","685","","0","0","","0","0","","0","コラボ査定インタビュー","11","不動産売却","5","市況","2","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://www.how-ma.com/mag/category/interview/assessment-interview/","","https://www.how-ma.com/mag/category/interview/assessment-interview/page/2/","","","","","86212","19583","19583","7.502","","99","57","1.737","100.000","Very Easy","2.056","1","4","","157","68","0","28.690","46","30","0","2","2","0","","","","","5aa2fd44e091877b62aa6750e30c62a7","0.324","Mon, 06 Apr 2026 07:23:20 GMT","","","","ja","1.1","","","","","","https://www.how-ma.com/mag/category/interview/assessment-interview/","2026-04-13 12:12:36"
"https://www.how-ma.com/mag/wp-content/uploads/howma_magazine_logo-1.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","18638","18638","18638","7.140","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.020","Wed, 26 Nov 2025 00:29:09 GMT","","","","","1.1","","","","","","https://www.how-ma.com/mag/wp-content/uploads/howma_magazine_logo-1.png","2026-04-13 12:12:37"
"https://www.how-ma.com/mag/wp-content/uploads/completion-of-sale-interview-43-2-768x390.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","369915","369915","369915","141.707","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.095","Mon, 06 Apr 2026 07:24:19 GMT","","","","","1.1","","","","","","https://www.how-ma.com/mag/wp-content/uploads/completion-of-sale-interview-43-2-768x390.png","2026-04-13 12:12:37"
"https://www.how-ma.com/","text/html; charset=utf-8","200","OK","Indexable","","【HowMa 不動産売却無料査定】高く・早く・損しない不動産売却のためのAI査定サイト","43","672","日本全国のマンション・土地・戸建の大量の不動産相場情報を常時収集。AIを活用して不動産の価格を査定。地域事情や市場トレンドを考慮した「コラボ査定」を開発。チャレンジ・安全・AI価格と専用チャットであなたの不動産を高く早く売るために強力にサポートします。","126","1457","","0","0","","0","不動産を高く売るなら 事前査定 がマストまずは誰にもバレずに60秒でAI査定額をチェック！","45","こんな人におすすめです","11","なぜ高く売却するのに、AIの事前査定がマストなのか？","26","","","","https://www.how-ma.com/","","","","","","","498396","62200","62200","23.828","","835","574","1.455","100.000","Very Easy","2.720","1","0","","759","235","0","99.160","388","241","0","4","3","0","","","","","caf44432f4fcdd240a2b6c60567cd34f","0.128","","","","","ja","1.1","","","","","","https://www.how-ma.com/","2026-04-13 12:12:36"
"https://www.how-ma.com/mag/authors/","text/html; charset=UTF-8","200","OK","Indexable","","HowMaマガジンの著者一覧 | HowMaマガジン","26","359","HowMa(ハウマ)マガジンは、「家を売る、いつか売るに備える」をコンセプトとしたWEBメディアです。宅建士・不動産鑑定士を含む4名で運営しています。各々の仲介経験や売買経験を通して得た知見や裏話、売主様へのインタビューを通して分かったことを、素直にまるっとお届けします。","136","1507","HowMa(ハウマ)マガジンは、宅建士・不動産鑑定士を含む4名で運営しています。","40","437","","0","HowMaマガジンの著者一覧","14","不動産売却","5","市況","2","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://www.how-ma.com/mag/authors/","https://www.how-ma.com/mag/authors/","","","","","","89732","24259","24259","9.293","","160","97","1.649","100.000","Very Easy","4.862","1","2","","83","81","0","34.180","32","19","0","33","33","0","","","","","d76614aff3523e6da2f6cd2e96a8169a","0.229","Mon, 06 Apr 2026 07:23:20 GMT","","","","ja","1.1","","","","","","https://www.how-ma.com/mag/authors/","2026-04-13 12:12:37"
"https://www.how-ma.com/mag/sell/completion-of-sale-interview-47/","text/html; charset=UTF-8","200","OK","Indexable","","プロ不動産投資家はHowMaを使う！仲介手数料を抑え、希望価格以上で売った秘訣を暴露 | HowMaマガジン｜家を売る、いつか売るに備えるWEBメディアです","78","1251","","0","0","","0","0","","0","プロ不動産投資家はHowMaを使う！仲介手数料を抑え、希望価格以上で売った秘訣を暴露","42","不動産売却","5","市況","2","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://www.how-ma.com/mag/sell/completion-of-sale-interview-47/","https://www.how-ma.com/mag/sell/completion-of-sale-interview-47/","","","","","","118630","29174","29174","11.176","","334","242","1.380","100.000","Very Easy","8.316","1","3","","103","45","0","18.990","70","29","0","2","2","0","","","","","dbd5e475c5a724f65ff8fc7606bec396","0.088","Mon, 06 Apr 2026 07:23:24 GMT","","","","ja","1.1","","","","","","https://www.how-ma.com/mag/sell/completion-of-sale-interview-47/","2026-04-13 12:12:37"
"https://www.how-ma.com/mag/category/news/","text/html; charset=UTF-8","200","OK","Indexable","","ニュース | HowMaマガジン｜家を売る、いつか売るに備えるWEBメディアです","40","578","","0","0","","0","0","","0","ニュース","4","不動産売却","5","市況","2","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://www.how-ma.com/mag/category/news/","","https://www.how-ma.com/mag/category/news/page/2/","","","","","81634","18816","18816","7.208","","87","55","1.582","100.000","Very Easy","1.963","1","3","","145","81","0","34.180","43","27","0","2","2","0","","","","","1bfdbe358fcc06fd1712ff2e66e69c10","0.445","Mon, 06 Apr 2026 07:23:21 GMT","","","","ja","1.1","","","","","","https://www.how-ma.com/mag/category/news/","2026-04-13 12:12:37"
"https://www.how-ma.com/mag/category/market/","text/html; charset=UTF-8","200","OK","Indexable","","市況 | HowMaマガジン｜家を売る、いつか売るに備えるWEBメディアです","38","556","","0","0","","0","0","","0","市況","2","不動産売却","5","市況","2","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://www.how-ma.com/mag/category/market/","","https://www.how-ma.com/mag/category/market/page/2/","","","","","81166","18579","18579","7.117","","86","55","1.564","100.000","Very Easy","1.907","1","3","","148","81","0","34.180","43","27","0","2","2","0","","","","","6f1d0458add02a204fd1d96b7363fdc5","0.034","Mon, 06 Apr 2026 07:23:21 GMT","","","","ja","1.1","","","","","","https://www.how-ma.com/mag/category/market/","2026-04-13 12:12:38"
"https://www.how-ma.com/mag/wp-includes/css/dist/block-library/style.min.css?ver=6.9.4","text/css","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.020","Fri, 13 Mar 2026 07:31:55 GMT","","","","","1.1","","","","","","https://www.how-ma.com/mag/wp-includes/css/dist/block-library/style.min.css?ver=6.9.4","2026-04-13 12:12:38"
"https://www.how-ma.com/mag/category/interview/","text/html; charset=UTF-8","200","OK","Indexable","","インタビュー | HowMaマガジン｜家を売る、いつか売るに備えるWEBメディアです","42","602","","0","0","","0","0","","0","インタビュー","6","不動産売却","5","市況","2","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://www.how-ma.com/mag/category/interview/","","https://www.how-ma.com/mag/category/interview/page/2/","","","","","85257","19397","19397","7.431","","94","55","1.709","100.000","Very Easy","2.088","1","3","","281","81","0","34.180","43","27","0","2","2","0","","","","","ab4e19fb06023549c9f0b8f06a0d278b","0.126","Mon, 06 Apr 2026 07:23:20 GMT","","","","ja","1.1","","","","","","https://www.how-ma.com/mag/category/interview/","2026-04-13 12:12:38"
"https://www.how-ma.com/mag/category/sell/","text/html; charset=UTF-8","200","OK","Indexable","","売却 | HowMaマガジン｜家を売る、いつか売るに備えるWEBメディアです","38","556","","0","0","","0","0","","0","売却","2","不動産売却","5","市況","2","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://www.how-ma.com/mag/category/sell/","","https://www.how-ma.com/mag/category/sell/page/2/","","","","","84442","19717","19717","7.553","","92","57","1.614","100.000","Very Easy","1.958","1","3","","225","81","0","34.180","43","27","0","2","2","0","","","","","5289a1b9ed4266be48e6df69a2bfb777","0.243","Mon, 06 Apr 2026 07:23:21 GMT","","","","ja","1.1","","","","","","https://www.how-ma.com/mag/category/sell/","2026-04-13 12:12:38"
"https://www.how-ma.com/mag/interview/completion-of-sale-interview-44/","text/html; charset=UTF-8","200","OK","Indexable","","8年住んだ不動産売却で利益を出せた理由はHowMaのAI査定！冷静な判断が導いた理想の売却 | HowMaマガジン","57","916","静岡への転勤を機に、8年住んだ押上のマンション売却を決意した幸田様。AI査定で相場を把握したことと、最後の大胆な値下げで即決に導きました。コロナ前の売り時を逃した苦い経験をバネに、納得の金額で利益確定した再現性の高い売却方法を伺いました。","119","1416","","0","0","","0","8年住んだ不動産売却で利益を出せた理由はHowMaのAI査定！冷静な判断が導いた理想の売却","45","不動産売却","5","市況","2","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://www.how-ma.com/mag/interview/completion-of-sale-interview-44/","https://www.how-ma.com/mag/interview/completion-of-sale-interview-44/","","","","","","108644","27675","27675","10.602","","245","183","1.339","100.000","Very Easy","6.676","1","3","","65","27","0","11.390","64","27","0","2","2","0","","","","","8261ee46785067c91d460ea6d920b3c0","0.242","Mon, 06 Apr 2026 07:23:22 GMT","","","","ja","1.1","","","","","","https://www.how-ma.com/mag/interview/completion-of-sale-interview-44/","2026-04-13 12:12:38"
